BSPlotNumber,SampleYear,_D,ACMA_D,ACMA_L,ACMA_M,ADFA_D,ADFA_M,AECA_D,AECA_L,AECA_M,ALRU_L,ARCsp_D,ARCsp_L,ARCsp_M,ARME_D,ARME_L,ARME_M,ARTCA_D,ARTCA_L,BAPI_D,BAPI_L,BAPI_M,CEAsp_D,CEAsp_L,CEAsp_M,CELE_L,CELE_M,CEOL_D,CEOL_L,CEOL_M,CEPA_D,CEPA_L,CEPA_M,CETH_D,CETH_L,CETH_M,ERAR_D,ERAR_L,ERAR_M,ERCA_D,ERCA_L,ERCA_M,GAEL_L,GENMO_D,GENMO_L,GENMO_M,HEAR_D,HEAR_L,HEAR_M,LAVE_L,LIDE_D,LIDE_L,LIDE_M,LOHI_D,LOHI_L,LOHI_M,LONsp_D,LONsp_M,LUAL_L,LUAL_M,MIAU_D,MISSING_D,MISSING_L,MISSING_M,PICOU_D,PICOU_L,PILA_L,PINsp_L,PIPO_D,PIPO_L,PIPO_M,PLRA_D,PLRA_L,PLRA_M,PSME_D,PSME_L,PSME_M,QUAG_D,QUAG_L,QUAG_M,QUCH_D,QUCH_L,QUCH_M,QUERsp_D,QUERsp_L,QUERsp_M,QUKE_D,QUKE_L,QUKE_M,QULO_D,QULO_L,QULO_M,QUPA_D,QUPA_L,QUPA_M,QUWI_L,RHCA_D,RHCA_L,RHCA_M,RHIL_D,RHIL_L,RHIL_M,RIBsp_L,RIBsp_M,RIGsp_D,RIGsp_L,RIGsp_M,RISA_D,RISA_L,RISA_M,SALsp_L,SAME_D,SAME_L,SAME_M,SESE_D,SESE_L,SESE_M,TODI_D,TODI_L,TODI_M,TREEsp_L,UMCA_D,UMCA_L,UMCA_M,VAOV_D,VAOV_L,VAOV_M,XXsp_D,XXsp_M
BS383,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750753616,1.093965255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013910961,0.567100192,0.000739059,0,0,0,0,0
BS383,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767309796,1.202471847,0.001308472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05052148,0.606055908,0.058717102,0,0,0,0,0
BS383,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636467284,0,0.253388083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580398542,0.001237001,0.066709307,0,0,0,0,0
BS384,2007,0,0,0,0,0,0,0,0,0,0,0,0.00879174,0,0.015836755,0.052186522,0,0,0,0,0,0,0.000660519,0.005909331,0,0,0,0,0,0,0,0.005732616,0,0,0,0,0,0,0,0,0,0,0.00034636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192416104,0.843977158,0,0,0,0,0,0,0,0,0,0,0,0.04203683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176714,0,0,0,0.013498627,0,0,0,0,0.002975871,0
BS384,2021,0,0,0,0,0,0,0,0,0,0,0.006780337,0.007594794,0,0.010971218,0.110386048,0.017519077,0,0,0,0,0,0.003818603,0,0.001464766,0,0,0,0,0,0.00309211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391416196,0.701451859,0.243931112,0,0,0,0,0,0,0,0,0,0.054049485,0.005184409,0.001566083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000176714,0,0.011246892,0.009841031,0.001957211,0,0,0,0,0.002975871
BS388,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070473718,14.05395706,0,0,0,0,0,0.00433618,0.001609279,0,0,0,0,0,0
BS388,2018,0,0,0.000283528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001885739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036426736,14.20918773,0.022668143,0,0,0,0,0,0.027785793,0.00433618,0,0,0,0,0
BS388,2021,0,0,0,0.000283528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13529493,13.96681328,0.020831098,0,0,0,0,0.030738102,0,0.004666832,0,0,0,0,0
BS389,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008266309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067599163,3.500892863,0,0,0,0,0,0.048773185,0.743708601,0,0,0,0,0,0
BS389,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004417861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198612105,3.390981195,0.000173573,0,0,0,0,0.136661521,0.368451958,0.071094182,0,0,0,0,0
BS390,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098422873,0,0,0,0,0,0,0,0,0,0,0,0,0.007601077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865900744,1.123245659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003107033,0,0,0,0,0,0,0,0,0,0,0,0,0
BS390,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098422873,0,0,0,0,0,0,0,0,0,0,0,0.008009484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907309256,1.097285916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279602,0.002827431,0,0,0,0,0,0,0,0,0,0,0,0,0
BS390,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100098126,0,0,0,0,0,0,0,0,0,0,0,0.004908734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726853185,1.180534909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005515061,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS390,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095114779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734753498,1.224071063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85398E-05,0.000132732,0.000201062,0,0,0,0,0,0,0,0,0,0,0,0
BS390,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098422873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677054271,0.615218355,0.022913972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000296095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000378562,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS390,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098422873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737238496,0.439860299,0.015152674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50331E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132732,0.000663661,0,0,0,0,0,0,0,0,0,0,0,0,0
BS391,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010978286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040554785,0.094593275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150011708,0.809580674,0,0,0,0,0,0.075014101,0.096985596,0,0,0,0,0,0
BS391,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034334437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058379382,0.184992527,0.000812101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821231261,0.911062671,0.007744019,0,0,0,0,0.077399353,0.138290436,0.001207156,0,0,0,0,0
BS391,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127840722,0.180459998,0.000684867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.834394523,0.965068959,0.000176714,0,0,0,0,0.073840717,0.175446021,0,0,0,0,0,0
BS391,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019089086,0.059272379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160898103,0.094239061,0.005400393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798763395,1.078909971,0.019920822,0,0,0,0,0.070047247,0.223610522,0.009966694,0,0,0,0,0
BS391,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060566714,0,0.004270206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060527444,0,0.126076719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761801018,0.860580461,0.034441251,0,0,0,0,0.284282479,0,0.008220756,0,0,0,0,0
BS392,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002685274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002717475,0.028724343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896693038,10.35521785,0,0,0,0,0,0,0,0,0,0,0,0,0
BS392,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001075209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001809556,0.030990215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000537997,0,0,0,0,0,1.046353673,10.2473977,0.015615273,0,0,0,0,0,0,0,0,0,0,0,0
BS392,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004527031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001734943,0.050801081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000695862,0,0,0,0,0,1.115408178,10.34524487,0.015615273,0,0,0,0,0,0,0,0,0,0,0,0
BS392,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005286511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003097608,0.07950736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.36172E-05,0.000614181,0,0,0,0,0,1.055565601,10.97073152,0.005925824,0,0,0,0,0,0,0,0,0,0,0,0
BS392,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002347553,0.003216988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065268103,0.042159352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000408407,0.000314159,0,0,0,0,0,0.996215468,11.22033006,0.01402877,0,0,0,0,0,0,0,0,0,0,0,0
BS392,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002685274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042716199,0,0.021752369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000695862,0,0,0,0,0.941645264,10.43032149,0.207260117,0,0,0,0,0,0,0,0,0,0,0,0
BS393,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000254469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.202677919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS393,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031732415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007690612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014522,0,0,0,0,0,0,0,0,0.114030292,2.137632084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000452389,0,0,0,0,0,0,0
BS394,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022908474,0.175156994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096881138,5.056545399,0,0,0,0,0,0,0,0,0,0,0,0,0
BS394,2016,0,0,7.85398E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160720603,0.654365708,0.042426388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201609967,6.039485293,0.011958462,0,0,0,0,0,0,0,0,0,0,0,0
BS394,2018,0,7.85398E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486551395,0.399537991,0.010341329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220807439,5.346640605,0.002353051,0,0,0,0,0,0,0,0,0,0,0,0
BS394,2021,0.000607112,0,0,7.85398E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415972434,0,0.090609739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184136444,5.452121846,0.120136758,0,0,0,0,0,0,0,0,0,0,0,0
BS399,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037062123,0.083965276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02009361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600558125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394712509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153938,0,0,0.005587318,0.354696507,0,0,0,0,0,0
BS405,2007,0,0,0,0,0,0,0,0,0,0,0.104019616,0,0,0.064107286,0.069995411,0,0,0,0,0,0,0,0,0,0,0,0.067570889,0.037686514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000804247,0,0,0.015198227,0.303651167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044488056,1.041409596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50331E-05,0.085955473,0,0,0,0.001320253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS405,2021,0,0,0,0,0,0,0,0,0,0,0,0,0.104019616,0.174578156,0.011215476,0.127627094,0,0,0,0,0,0,0,0,0,0,0,0,0.105257402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000804247,0,0.218876931,0.000324369,0.026835462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301906799,0.782145954,0.044488056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09133309,9.50331E-05,0.000520719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS407,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006060127,0.00419952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052342816,0.417299756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006732427,12.59979908,0,0,0,0,0,0,0,0,0,0,0,0,0
BS407,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030819,0.01282397,0.001878671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039005981,0.438586384,0.00686673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.633409732,12.61436428,0.004022021,0,0,0,0,0,0,0,0,0,0,0,0
BS407,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001122333,0.014250252,0.00468254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38433034,0.063662751,0.011916836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6621058,12.72798617,0.004180671,0,0,0,0,0,0,0,0,0,0,0,0
BS407,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000254469,0.033644858,0.001351669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326266688,0.113606178,0.003086612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.50331E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.614628522,12.84333121,0.000490873,0,0,0,0,0,0,0,0,0,0,0,0
BS407,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054428,0.068679084,0.003004145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394921425,0.20254302,0.022225964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000314159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.637545635,13.04625358,0.005523701,0,0,0,0,0,0,0,0,0,0,0,0
BS407,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062049544,0.008171276,0.001346171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320969967,0,0.017356499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000415475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262247367,13.14062851,0.006021643,0,0,0,0,0,0,0,0,0,0,0,0
BS408,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016029178,0.097031934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311081813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609634179,0.180955584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201062,0.000772831,0,0,0,0,0,0,0,0,0,0,0.004798779,0,0,0,0,0,0,0,0,0,0,0,0,0.012382577,0.215765972,0,0,0,0,0,0
BS408,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113061112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019613732,0,0.29172255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226484292,0.609634179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973893,0,0,0,0,0,0,0,0,0,0,0.004798779,0,0,0,0,0,0,0,0,0,0,0,0.498042546,0.0004948,0.028662296,0,0,0,0,0
